reviewer_name,review_date,review_star_text,review_star_count,review_helpful_count,review
Yash Bhatt,"November 6, 2020",Rated 1 stars out of five stars,1,0,"I was forcibly made to download this app, otherwise I cannot enter into any passport office, airports etc. Plus the government has no idea where my data is going! Why would I download something which violets my privacy."
Akshay Mahajan,"July 17, 2020",Rated 1 stars out of five stars,1,55,"It is good as a preventive measure but once you are infected but discharged after 17 days, it keeps showing You are COVID-19 positive unless you get tested negative. But the government has clearly laid out its guidelines stating that testing is not required after 17 days of Institutional/Home quarantine. So once you get infected, you can just stop using this app because it turns meaningless."
Ninad Gilankar,"July 29, 2020",Rated 1 stars out of five stars,1,36,"Worst app ever created. First it asks for the mobile number. After typing the mobile number, it says that,' there is some error logging in'. I really want to help the government by installing this app and reccomending it to others, but it just won't work. I tried typing the number a thousand times but it just wont work"
Sahil Yadav,"September 23, 2020",Rated 1 stars out of five stars,1,0,"Where does it show that you are safe or unsafe, there are few questions for which anyone can answer and it shows safe or high risk. Whereas a person is staying home from past 4 months and not even visited outside or touched any outside stuff. This app doesn't comply anything. Kindly make changes to make it effective."
neha negi,"October 26, 2020",Rated 3 stars out of five stars,3,0,"Under the recent contacts, the app shows status of 1 is high risk & 1 is moderate but i am unable to check the date & time of proximity. Please update about this feature. Rest the app is working perfectly alright and also provides latest info on covid-19"
Jeevan Karant,"July 28, 2020",Rated 1 stars out of five stars,1,13,"Don't rely on the app showing you are safe! It doesn't show real data. I had two people infected in 40 meters radius, they were admitted, my street sealed and still it was showing no cases found in surrounding. Does it need the patient to be at home even after testing positive for it to show if we are at risk? My family members have lost confidence on this had are thinking of removing it."
Shreya Nagar,"September 30, 2020",Rated 2 stars out of five stars,2,33,"If the soal purpose of this app to keep u safe then sorry it's not at all good app. It can't show me number of contacted person, the personal diagnosis part is also not apt, I have been in contact with covid positive in last one day, I updated the same in app but no one came to keep check on me, to do the testing part nothing at all. It always says I m safe. Can't rely on this app"
Indira M,"July 14, 2020",Rated 4 stars out of five stars,4,30,"Hi all, Initially the app was not working once I installed it. Then as advised by the Aarogya Setu Tech Support Team, Forum and Local shop person, I formatted my phone and Updated my Phone software, keeping ON the WiFi network along with Mobile Data network. I think this will help you people who use lower end phone or old version OS. Thanks for the Tech team and the users given the right direction."
ABHISHEK KUMAR,"September 4, 2020",Rated 2 stars out of five stars,2,3,"There is No such Error issue, My simple queries is why 2 different reading when you uninstalled the Aarogya Setu and again install and then u check the radius data of 0.5 km or 1 km With you phone at same Static positioning within 1 min of difference in re-installing the App...my phone is already updated, my Phone is UnRooted.....i am already using Samsung Mobile...A5 model with Airtel provider(AHMEDABAD)....pls don't say i need A new mobile device to get the issue cleared up..."
Rupesh Kamboj,"July 5, 2020",Rated 2 stars out of five stars,2,28,"Aarogya Setu app provides wrong data. I am checking it on daily basis and they are updating anything as per their requirement. For eg, I checked it at same location from two different devices and data showing on different devices are different. How is this possible? Secondly I checked let's suppose today you are showing 10 Covid patients in 500mtr radius and 20 Covid patients in 1km. Tomorrow you are showing 8 Covid patients in 500mtr and 19 Covid patients in 1km. How is this possible?"
